,code1,code2,code3,code4
2910,K,J,X,
2911,U,Q,R,T
2912,L,O,P,V
2913,G,,,
2914,L,O,P,V
2915,E,F,D,G
2916,M,O,P,V
2917,G,,,
2918,B,C,D,G
2919,D,G,,
2920,A,C,D,G
2921,S,R,T,
2922,N,O,P,V
2923,J,X,,
2924,E,F,D,G
2925,F,D,G,
2926,N,O,P,V
2927,I,J,X,
2928,M,O,P,V
2929,L,O,P,V
2930,N,O,P,V
2931,U,Q,R,T
2932,N,O,P,V
2933,F,D,G,
2934,N,O,P,V
2935,M,O,P,V
2936,R,T,,
2937,M,O,P,V
2938,M,O,P,V
2939,E,F,D,G
2940,F,D,G,
2941,S,R,T,
2942,T,,,
2943,H,I,J,X
2944,H,I,J,X
2945,R,T,,
2946,X,,,
2947,J,X,,
2948,P,V,,
2949,H,I,J,X
2950,K,J,X,
2951,I,J,X,
2952,A,C,D,G
2953,D,G,,
2954,U,Q,R,T
2955,D,G,,
2956,T,,,
2957,K,J,X,
2958,C,D,G,
2959,E,F,D,G
2960,V,,,
2961,S,R,T,
2962,G,,,
2963,P,V,,
2964,F,D,G,
2965,U,Q,R,T
2966,U,Q,R,T
2967,W,S,R,T
2968,K,J,X,
2969,I,J,X,
2970,L,O,P,V
2971,N,O,P,V
2972,F,D,G,
2973,L,O,P,V
2974,V,,,
2975,G,,,
2976,L,O,P,V
2977,J,X,,
2978,Q,R,T,
2979,A,C,D,G
2980,V,,,
2981,J,X,,
2982,M,O,P,V
2983,D,G,,
2984,S,R,T,
2985,X,,,
2986,P,V,,
2987,S,R,T,
2988,W,S,R,T
2989,S,R,T,
2990,L,O,P,V
2991,H,I,J,X
2992,S,R,T,
2993,O,P,V,
2994,Q,R,T,
2995,V,,,
2996,M,O,P,V
2997,K,J,X,
2998,D,G,,
2999,P,V,,
3000,N,O,P,V
3001,M,O,P,V
3002,U,Q,R,T
3003,K,J,X,
3004,V,,,
3005,H,I,J,X
3006,M,O,P,V
3007,P,V,,
3008,N,O,P,V
3009,Q,R,T,
3010,T,,,
3011,D,G,,
3012,C,D,G,
3013,W,S,R,T
3014,M,O,P,V
3015,J,X,,
3016,P,V,,
3017,F,D,G,
3018,F,D,G,
3019,P,V,,
3020,S,R,T,
3021,N,O,P,V
3022,U,Q,R,T
3023,U,Q,R,T
3024,X,,,
3025,X,,,
3026,L,O,P,V
3027,T,,,
3028,K,J,X,
3029,D,G,,
3030,A,C,D,G
3031,U,Q,R,T
3032,L,O,P,V
3033,H,I,J,X
3034,H,I,J,X
3035,P,V,,
3036,I,J,X,
3037,R,T,,
3038,W,S,R,T
3039,V,,,
3040,S,R,T,
3041,H,I,J,X
3042,Q,R,T,
3043,M,O,P,V
3044,K,J,X,
3045,T,,,
3046,T,,,
3047,A,C,D,G
3048,O,P,V,
3049,K,J,X,
3050,H,I,J,X
3051,H,I,J,X
3052,L,O,P,V
3053,G,,,
3054,B,C,D,G
3055,M,O,P,V
3056,P,V,,
3057,I,J,X,
3058,H,I,J,X
3059,U,Q,R,T
3060,T,,,
3061,V,,,
3062,V,,,
3063,M,O,P,V
3064,S,R,T,
3065,W,S,R,T
3066,F,D,G,
3067,K,J,X,
3068,T,,,
3069,U,Q,R,T
3070,P,V,,
3071,X,,,
3072,B,C,D,G
3073,J,X,,
3074,E,F,D,G
3075,V,,,
3076,I,J,X,
3077,W,S,R,T
3078,O,P,V,
3079,E,F,D,G
3080,T,,,
3081,V,,,
3082,X,,,
3083,S,R,T,
3084,W,S,R,T
3085,X,,,
3086,U,Q,R,T
3087,R,T,,
3088,L,O,P,V
3089,F,D,G,
3090,H,I,J,X
3091,K,J,X,
3092,L,O,P,V
3093,M,O,P,V
3094,F,D,G,
3095,J,X,,
3096,A,C,D,G
3097,U,Q,R,T
3098,X,,,
3099,I,J,X,
3100,S,R,T,
3101,X,,,
3102,W,S,R,T
3103,P,V,,
3104,P,V,,
3105,N,O,P,V
3106,D,G,,
3107,N,O,P,V
3108,R,T,,
3109,T,,,
3110,D,G,,
3111,A,C,D,G
3112,X,,,
3113,O,P,V,
3114,G,,,
3115,H,I,J,X
3116,Q,R,T,
3117,L,O,P,V
3118,C,D,G,
3119,E,F,D,G
3120,I,J,X,
3121,L,O,P,V
3122,M,O,P,V
3123,J,X,,
3124,R,T,,
3125,K,J,X,
3126,U,Q,R,T
3127,U,Q,R,T
3128,C,D,G,
3129,W,S,R,T
3130,D,G,,
3131,M,O,P,V
3132,M,O,P,V
3133,B,C,D,G
3134,P,V,,
3135,C,D,G,
3136,L,O,P,V
3137,G,,,
3138,B,C,D,G
3139,O,P,V,
3140,D,G,,
3141,P,V,,
3142,O,P,V,
3143,I,J,X,
3144,G,,,
3145,R,T,,
3146,O,P,V,
3147,P,V,,
3148,F,D,G,
3149,D,G,,
3150,A,C,D,G
3151,D,G,,
3152,B,C,D,G
3153,C,D,G,
3154,M,O,P,V
3155,S,R,T,
3156,J,X,,
3157,H,I,J,X
3158,N,O,P,V
3159,U,Q,R,T
3160,P,V,,
3161,C,D,G,
3162,L,O,P,V
3163,E,F,D,G
3164,U,Q,R,T
3165,Q,R,T,
3166,W,S,R,T
3167,V,,,
3168,W,S,R,T
3169,D,G,,
3170,S,R,T,
3171,S,R,T,
3172,E,F,D,G
3173,K,J,X,
3174,W,S,R,T
3175,B,C,D,G
3176,G,,,
3177,O,P,V,
3178,U,Q,R,T
3179,D,G,,
3180,U,Q,R,T
3181,J,X,,
3182,J,X,,
3183,K,J,X,
3184,P,V,,
3185,O,P,V,
3186,O,P,V,
3187,F,D,G,
3188,X,,,
3189,G,,,
3190,B,C,D,G
3191,M,O,P,V
3192,W,S,R,T
3193,A,C,D,G
3194,C,D,G,
3195,G,,,
3196,H,I,J,X
3197,K,J,X,
3198,U,Q,R,T
3199,G,,,
3200,R,T,,
3201,P,V,,
3202,I,J,X,
3203,M,O,P,V
3204,V,,,
3205,E,F,D,G
3206,F,D,G,
3207,U,Q,R,T
3208,D,G,,
3209,V,,,
3210,R,T,,
3211,H,I,J,X
3212,O,P,V,
3213,J,X,,
3214,I,J,X,
3215,Q,R,T,
3216,Q,R,T,
3217,S,R,T,
3218,N,O,P,V
3219,K,J,X,
3220,L,O,P,V
3221,A,C,D,G
3222,D,G,,
3223,U,Q,R,T
3224,V,,,
3225,O,P,V,
3226,M,O,P,V
3227,K,J,X,
3228,F,D,G,
3229,S,R,T,
3230,A,C,D,G
3231,H,I,J,X
3232,G,,,
3233,U,Q,R,T
3234,N,O,P,V
3235,T,,,
3236,J,X,,
3237,B,C,D,G
3238,U,Q,R,T
3239,E,F,D,G
3240,O,P,V,
3241,H,I,J,X
3242,A,C,D,G
3243,X,,,
3244,X,,,
3245,E,F,D,G
3246,D,G,,
3247,A,C,D,G
3248,D,G,,
3249,H,I,J,X
3250,T,,,
3251,B,C,D,G
3252,X,,,
3253,S,R,T,
3254,W,S,R,T
3255,A,C,D,G
3256,S,R,T,
3257,S,R,T,
3258,S,R,T,
3259,O,P,V,
3260,S,R,T,
3261,U,Q,R,T
3262,Q,R,T,
3263,B,C,D,G
3264,T,,,
3265,X,,,
3266,E,F,D,G
3267,N,O,P,V
3268,H,I,J,X
3269,U,Q,R,T
3270,U,Q,R,T
3271,S,R,T,
3272,P,V,,
3273,R,T,,
3274,G,,,
3275,R,T,,
3276,W,S,R,T
3277,E,F,D,G
3278,E,F,D,G
3279,O,P,V,
3280,M,O,P,V
3281,L,O,P,V
3282,T,,,
3283,F,D,G,
3284,O,P,V,
3285,E,F,D,G
3286,S,R,T,
3287,P,V,,
3288,D,G,,
3289,E,F,D,G
3290,W,S,R,T
3291,A,C,D,G
3292,G,,,
3293,V,,,
3294,I,J,X,
3295,L,O,P,V
3296,L,O,P,V
3297,F,D,G,
3298,I,J,X,
3299,C,D,G,
3300,S,R,T,
3301,X,,,
3302,Q,R,T,
3303,M,O,P,V
3304,G,,,
3305,B,C,D,G
3306,J,X,,
3307,I,J,X,
3308,I,J,X,
3309,E,F,D,G
3310,D,G,,
3311,J,X,,
3312,T,,,
3313,F,D,G,
3314,G,,,
3315,A,C,D,G
3316,B,C,D,G
3317,B,C,D,G
3318,W,S,R,T
3319,L,O,P,V
3320,N,O,P,V
3321,C,D,G,
3322,A,C,D,G
3323,F,D,G,
3324,Q,R,T,
3325,D,G,,
3326,V,,,
3327,B,C,D,G
3328,Q,R,T,
3329,M,O,P,V
3330,T,,,
3331,G,,,
3332,C,D,G,
3333,J,X,,
3334,S,R,T,
3335,N,O,P,V
3336,B,C,D,G
3337,H,I,J,X
3338,A,C,D,G
3339,N,O,P,V
3340,J,X,,
3341,E,F,D,G
3342,G,,,
3343,N,O,P,V
3344,O,P,V,
3345,E,F,D,G
3346,D,G,,
3347,B,C,D,G
3348,N,O,P,V
3349,C,D,G,
3350,T,,,
3351,G,,,
3352,U,Q,R,T
3353,U,Q,R,T
3354,W,S,R,T
3355,L,O,P,V
3356,B,C,D,G
3357,S,R,T,
3358,F,D,G,
3359,O,P,V,
3360,B,C,D,G
3361,N,O,P,V
3362,N,O,P,V
3363,X,,,
3364,S,R,T,
3365,V,,,
3366,D,G,,
3367,D,G,,
3368,I,J,X,
3369,O,P,V,
3370,H,I,J,X
3371,C,D,G,
3372,U,Q,R,T
3373,R,T,,
3374,N,O,P,V
3375,W,S,R,T
3376,X,,,
3377,X,,,
3378,H,I,J,X
3379,C,D,G,
3380,H,I,J,X
3381,I,J,X,
3382,J,X,,
3383,M,O,P,V
3384,I,J,X,
3385,M,O,P,V
3386,X,,,
3387,H,I,J,X
3388,U,Q,R,T
3389,L,O,P,V
3390,O,P,V,
3391,V,,,
3392,I,J,X,
3393,E,F,D,G
3394,S,R,T,
3395,O,P,V,
3396,K,J,X,
3397,C,D,G,
3398,W,S,R,T
3399,D,G,,
3400,N,O,P,V
3401,W,S,R,T
3402,J,X,,
3403,B,C,D,G
3404,V,,,
3405,H,I,J,X
3406,L,O,P,V
3407,B,C,D,G
3408,J,X,,
3409,W,S,R,T
3410,P,V,,
3411,H,I,J,X
3412,B,C,D,G
3413,R,T,,
3414,J,X,,
3415,A,C,D,G
3416,E,F,D,G
3417,I,J,X,
3418,F,D,G,
3419,V,,,
3420,F,D,G,
3421,V,,,
3422,P,V,,
3423,A,C,D,G
3424,Q,R,T,
3425,R,T,,
3426,A,C,D,G
3427,E,F,D,G
3428,V,,,
3429,F,D,G,
3430,X,,,
3431,L,O,P,V
3432,Q,R,T,
3433,J,X,,
3434,G,,,
3435,M,O,P,V
3436,D,G,,
3437,R,T,,
3438,A,C,D,G
3439,U,Q,R,T
3440,T,,,
3441,O,P,V,
3442,X,,,
3443,V,,,
3444,W,S,R,T
3445,J,X,,
3446,C,D,G,
3447,J,X,,
3448,B,C,D,G
3449,I,J,X,
3450,G,,,
3451,Q,R,T,
3452,A,C,D,G
3453,I,J,X,
3454,M,O,P,V
3455,R,T,,
3456,V,,,
3457,J,X,,
3458,F,D,G,
3459,L,O,P,V
3460,K,J,X,
3461,M,O,P,V
3462,G,,,
3463,W,S,R,T
3464,F,D,G,
3465,K,J,X,
3466,B,C,D,G
3467,U,Q,R,T
3468,W,S,R,T
3469,U,Q,R,T
3470,Q,R,T,
3471,L,O,P,V
3472,R,T,,
3473,N,O,P,V
3474,G,,,
3475,N,O,P,V
3476,B,C,D,G
3477,G,,,
3478,Q,R,T,
3479,J,X,,
3480,I,J,X,
3481,S,R,T,
3482,R,T,,
3483,V,,,
3484,T,,,
3485,I,J,X,
3486,W,S,R,T
3487,Q,R,T,
3488,X,,,
3489,P,V,,
3490,N,O,P,V
3491,E,F,D,G
3492,S,R,T,
3493,M,O,P,V
3494,A,C,D,G
3495,T,,,
3496,G,,,
3497,P,V,,
3498,J,X,,
3499,Q,R,T,
3500,Q,R,T,
3501,O,P,V,
3502,W,S,R,T
3503,J,X,,
3504,V,,,
3505,R,T,,
3506,H,I,J,X
3507,P,V,,
3508,R,T,,
3509,W,S,R,T
3510,L,O,P,V
3511,U,Q,R,T
3512,P,V,,
3513,N,O,P,V
3514,D,G,,
3515,Q,R,T,
3516,F,D,G,
3517,E,F,D,G
3518,S,R,T,
3519,N,O,P,V
3520,T,,,
3521,R,T,,
3522,O,P,V,
3523,G,,,
3524,G,,,
3525,P,V,,
3526,F,D,G,
3527,C,D,G,
3528,P,V,,
3529,O,P,V,
3530,B,C,D,G
3531,C,D,G,
3532,C,D,G,
3533,G,,,
3534,B,C,D,G
3535,C,D,G,
3536,G,,,
3537,H,I,J,X
3538,K,J,X,
3539,V,,,
3540,I,J,X,
3541,Q,R,T,
3542,P,V,,
3543,M,O,P,V
3544,H,I,J,X
3545,D,G,,
3546,B,C,D,G
3547,D,G,,
3548,J,X,,
3549,F,D,G,
3550,T,,,
3551,G,,,
3552,K,J,X,
3553,G,,,
3554,X,,,
3555,O,P,V,
3556,J,X,,
3557,I,J,X,
3558,F,D,G,
3559,G,,,
3560,P,V,,
3561,I,J,X,
3562,F,D,G,
3563,P,V,,
3564,U,Q,R,T
3565,A,C,D,G
3566,K,J,X,
3567,C,D,G,
3568,X,,,
3569,H,I,J,X
3570,C,D,G,
3571,L,O,P,V
3572,F,D,G,
3573,A,C,D,G
3574,C,D,G,
3575,T,,,
3576,I,J,X,
3577,M,O,P,V
3578,V,,,
3579,A,C,D,G
3580,H,I,J,X
3581,B,C,D,G
3582,K,J,X,
3583,E,F,D,G
3584,W,S,R,T
3585,J,X,,
3586,P,V,,
3587,J,X,,
3588,N,O,P,V
3589,S,R,T,
3590,D,G,,
3591,T,,,
3592,J,X,,
3593,W,S,R,T
3594,O,P,V,
3595,U,Q,R,T
3596,R,T,,
3597,X,,,
3598,D,G,,
3599,I,J,X,
3600,O,P,V,
3601,R,T,,
3602,R,T,,
3603,J,X,,
3604,U,Q,R,T
3605,U,Q,R,T
3606,L,O,P,V
3607,M,O,P,V
3608,L,O,P,V
3609,D,G,,
3610,N,O,P,V
3611,R,T,,
3612,N,O,P,V
3613,H,I,J,X
3614,G,,,
3615,N,O,P,V
3616,K,J,X,
3617,T,,,
3618,F,D,G,
3619,X,,,
3620,O,P,V,
3621,X,,,
3622,Q,R,T,
3623,O,P,V,
3624,Q,R,T,
3625,U,Q,R,T
3626,M,O,P,V
3627,T,,,
3628,V,,,
3629,S,R,T,
3630,N,O,P,V
3631,H,I,J,X
3632,B,C,D,G
3633,V,,,
3634,K,J,X,
3635,B,C,D,G
3636,R,T,,
3637,J,X,,
3638,C,D,G,
3639,O,P,V,
3640,J,X,,
3641,N,O,P,V
3642,S,R,T,
3643,A,C,D,G
3644,A,C,D,G
3645,U,Q,R,T
3646,Q,R,T,
3647,X,,,
3648,R,T,,
3649,F,D,G,
3650,V,,,
3651,B,C,D,G
3652,K,J,X,
3653,A,C,D,G
3654,S,R,T,
3655,M,O,P,V
3656,A,C,D,G
3657,J,X,,
3658,K,J,X,
3659,Q,R,T,
3660,E,F,D,G
3661,W,S,R,T
3662,B,C,D,G
3663,H,I,J,X
3664,R,T,,
3665,L,O,P,V
3666,B,C,D,G
3667,B,C,D,G
3668,T,,,
3669,I,J,X,
3670,M,O,P,V
3671,S,R,T,
3672,G,,,
3673,H,I,J,X
3674,C,D,G,
3675,O,P,V,
3676,P,V,,
3677,T,,,
3678,D,G,,
3679,M,O,P,V
3680,F,D,G,
3681,D,G,,
3682,H,I,J,X
3683,O,P,V,
3684,C,D,G,
3685,C,D,G,
3686,A,C,D,G
3687,H,I,J,X
3688,E,F,D,G
3689,E,F,D,G
3690,P,V,,
3691,X,,,
3692,D,G,,
3693,J,X,,
3694,N,O,P,V
3695,K,J,X,
3696,C,D,G,
3697,Q,R,T,
3698,X,,,
3699,M,O,P,V
3700,A,C,D,G
3701,P,V,,
3702,I,J,X,
3703,T,,,
3704,D,G,,
3705,H,I,J,X
3706,T,,,
3707,F,D,G,
3708,X,,,
3709,M,O,P,V
3710,S,R,T,
3711,B,C,D,G
3712,Q,R,T,
3713,J,X,,
3714,C,D,G,
3715,A,C,D,G
3716,G,,,
3717,P,V,,
3718,L,O,P,V
3719,Q,R,T,
3720,A,C,D,G
3721,V,,,
3722,N,O,P,V
3723,O,P,V,
3724,E,F,D,G
3725,M,O,P,V
3726,C,D,G,
3727,C,D,G,
3728,A,C,D,G
3729,U,Q,R,T
3730,H,I,J,X
3731,J,X,,
3732,D,G,,
3733,C,D,G,
3734,S,R,T,
3735,A,C,D,G
3736,I,J,X,
3737,K,J,X,
3738,M,O,P,V
3739,S,R,T,
3740,D,G,,
3741,R,T,,
3742,S,R,T,
3743,W,S,R,T
3744,R,T,,
3745,Q,R,T,
3746,G,,,
3747,L,O,P,V
3748,J,X,,
3749,P,V,,
3750,C,D,G,
3751,M,O,P,V
3752,N,O,P,V
3753,F,D,G,
3754,V,,,
3755,V,,,
3756,E,F,D,G
3757,K,J,X,
3758,C,D,G,
3759,B,C,D,G
3760,B,C,D,G
3761,D,G,,
3762,L,O,P,V
3763,W,S,R,T
3764,N,O,P,V
3765,X,,,
3766,P,V,,
3767,E,F,D,G
3768,B,C,D,G
3769,G,,,
3770,C,D,G,
3771,B,C,D,G
3772,R,T,,
3773,B,C,D,G
3774,I,J,X,
3775,O,P,V,
3776,K,J,X,
3777,O,P,V,
3778,I,J,X,
3779,D,G,,
3780,R,T,,
3781,L,O,P,V
3782,J,X,,
3783,F,D,G,
3784,V,,,
3785,S,R,T,
3786,J,X,,
3787,S,R,T,
3788,E,F,D,G
3789,O,P,V,
3790,T,,,
3791,V,,,
3792,J,X,,
3793,Q,R,T,
3794,E,F,D,G
3795,D,G,,
3796,E,F,D,G
3797,A,C,D,G
3798,B,C,D,G
3799,C,D,G,
3800,V,,,
3801,N,O,P,V
3802,I,J,X,
3803,P,V,,
3804,D,G,,
3805,M,O,P,V
3806,W,S,R,T
3807,Q,R,T,
3808,S,R,T,
3809,V,,,
3810,J,X,,
3811,X,,,
3812,I,J,X,
3813,Q,R,T,
3814,K,J,X,
3815,I,J,X,
3816,A,C,D,G
3817,A,C,D,G
3818,C,D,G,
3819,S,R,T,
3820,F,D,G,
3821,R,T,,
3822,U,Q,R,T
3823,V,,,
3824,B,C,D,G
3825,X,,,
3826,V,,,
3827,F,D,G,
3828,E,F,D,G
3829,O,P,V,
3830,S,R,T,
3831,S,R,T,
3832,O,P,V,
3833,L,O,P,V
3834,D,G,,
3835,J,X,,
3836,K,J,X,
3837,R,T,,
3838,P,V,,
3839,C,D,G,
3840,B,C,D,G
3841,Q,R,T,
3842,S,R,T,
3843,N,O,P,V
3844,W,S,R,T
3845,A,C,D,G
3846,W,S,R,T
3847,V,,,
3848,V,,,
3849,X,,,
3850,P,V,,
3851,M,O,P,V
3852,W,S,R,T
3853,S,R,T,
3854,X,,,
3855,G,,,
3856,R,T,,
3857,A,C,D,G
3858,P,V,,
3859,B,C,D,G
3860,R,T,,
3861,M,O,P,V
3862,Q,R,T,
3863,J,X,,
3864,D,G,,
3865,F,D,G,
3866,F,D,G,
3867,A,C,D,G
3868,A,C,D,G
3869,V,,,
3870,A,C,D,G
3871,X,,,
3872,E,F,D,G
3873,O,P,V,
3874,N,O,P,V
3875,T,,,
3876,K,J,X,
3877,O,P,V,
3878,J,X,,
3879,X,,,
3880,T,,,
3881,O,P,V,
3882,I,J,X,
3883,K,J,X,
3884,S,R,T,
3885,X,,,
3886,U,Q,R,T
3887,C,D,G,
3888,F,D,G,
3889,M,O,P,V
3890,F,D,G,
3891,U,Q,R,T
3892,C,D,G,
3893,G,,,
3894,X,,,
3895,J,X,,
3896,K,J,X,
3897,T,,,
3898,M,O,P,V
3899,K,J,X,
3900,O,P,V,
3901,C,D,G,
3902,F,D,G,
3903,V,,,
3904,D,G,,
3905,C,D,G,
3906,I,J,X,
3907,P,V,,
3908,D,G,,
3909,K,J,X,
3910,R,T,,
3911,W,S,R,T
3912,P,V,,
3913,E,F,D,G
3914,O,P,V,
3915,J,X,,
3916,U,Q,R,T
3917,O,P,V,
3918,S,R,T,
3919,S,R,T,
3920,N,O,P,V
3921,E,F,D,G
3922,J,X,,
3923,T,,,
3924,O,P,V,
3925,Q,R,T,
3926,W,S,R,T
3927,X,,,
3928,Q,R,T,
3929,N,O,P,V
3930,H,I,J,X
3931,G,,,
3932,V,,,
3933,S,R,T,
3934,P,V,,
3935,T,,,
3936,B,C,D,G
3937,K,J,X,
3938,L,O,P,V
3939,M,O,P,V
3940,T,,,
3941,V,,,
3942,N,O,P,V
3943,N,O,P,V
3944,A,C,D,G
3945,N,O,P,V
3946,T,,,
3947,C,D,G,
3948,O,P,V,
3949,S,R,T,
3950,J,X,,
3951,B,C,D,G
3952,E,F,D,G
3953,V,,,
3954,U,Q,R,T
3955,W,S,R,T
3956,G,,,
3957,N,O,P,V
3958,V,,,
3959,R,T,,
3960,P,V,,
3961,J,X,,
3962,A,C,D,G
3963,G,,,
3964,J,X,,
3965,E,F,D,G
3966,U,Q,R,T
3967,O,P,V,
3968,C,D,G,
3969,E,F,D,G
3970,H,I,J,X
3971,M,O,P,V
3972,I,J,X,
3973,O,P,V,
3974,U,Q,R,T
3975,M,O,P,V
3976,F,D,G,
3977,H,I,J,X
3978,U,Q,R,T
3979,H,I,J,X
3980,U,Q,R,T
3981,D,G,,
3982,G,,,
3983,G,,,
3984,X,,,
3985,J,X,,
3986,V,,,
3987,E,F,D,G
3988,L,O,P,V
3989,F,D,G,
3990,G,,,
3991,T,,,
3992,B,C,D,G
3993,K,J,X,
3994,K,J,X,
3995,P,V,,
3996,G,,,
3997,M,O,P,V
3998,T,,,
3999,N,O,P,V
4000,X,,,
4001,H,I,J,X
4002,J,X,,
4003,Q,R,T,
4004,X,,,
4005,P,V,,
4006,I,J,X,
4007,B,C,D,G
4008,D,G,,
4009,F,D,G,
4010,V,,,
4011,X,,,
4012,V,,,
4013,U,Q,R,T
4014,C,D,G,
4015,G,,,
4016,J,X,,
4017,J,X,,
4018,J,X,,
4019,T,,,
4020,A,C,D,G
4021,G,,,
4022,B,C,D,G
4023,S,R,T,
4024,I,J,X,
4025,G,,,
4026,H,I,J,X
4027,F,D,G,
4028,P,V,,
4029,E,F,D,G
4030,Q,R,T,
4031,C,D,G,
4032,K,J,X,
4033,O,P,V,
4034,K,J,X,
4035,U,Q,R,T
4036,G,,,
4037,A,C,D,G
4038,I,J,X,
4039,W,S,R,T
4040,J,X,,
4041,Q,R,T,
4042,M,O,P,V
4043,X,,,
4044,G,,,
4045,E,F,D,G
4046,W,S,R,T
4047,A,C,D,G
4048,J,X,,
4049,P,V,,
4050,W,S,R,T
4051,C,D,G,
4052,F,D,G,
4053,F,D,G,
4054,P,V,,
4055,T,,,
4056,N,O,P,V
4057,Q,R,T,
4058,W,S,R,T
4059,F,D,G,
4060,G,,,
4061,P,V,,
4062,T,,,
4063,U,Q,R,T
4064,W,S,R,T
4065,N,O,P,V
4066,H,I,J,X
4067,U,Q,R,T
4068,K,J,X,
4069,S,R,T,
4070,A,C,D,G
4071,F,D,G,
4072,V,,,
4073,D,G,,
4074,D,G,,
4075,X,,,
4076,B,C,D,G
4077,E,F,D,G
4078,O,P,V,
4079,D,G,,
4080,M,O,P,V
4081,S,R,T,
4082,O,P,V,
4083,V,,,
4084,K,J,X,
4085,R,T,,
4086,P,V,,
4087,Q,R,T,
4088,H,I,J,X
4089,G,,,
4090,E,F,D,G
4091,E,F,D,G
4092,O,P,V,
4093,T,,,
4094,M,O,P,V
4095,K,J,X,
4096,P,V,,
4097,S,R,T,
4098,B,C,D,G
4099,K,J,X,
4100,G,,,
4101,P,V,,
4102,N,O,P,V
4103,W,S,R,T
4104,Q,R,T,
4105,M,O,P,V
4106,N,O,P,V
4107,V,,,
4108,X,,,
4109,S,R,T,
4110,L,O,P,V
4111,C,D,G,
4112,U,Q,R,T
4113,S,R,T,
4114,R,T,,
4115,B,C,D,G
4116,Q,R,T,
4117,D,G,,
4118,N,O,P,V
4119,B,C,D,G
4120,W,S,R,T
4121,D,G,,
4122,X,,,
4123,V,,,
4124,D,G,,
4125,X,,,
4126,W,S,R,T
4127,E,F,D,G
4128,R,T,,
4129,J,X,,
4130,K,J,X,
4131,N,O,P,V
4132,B,C,D,G
4133,R,T,,
4134,P,V,,
4135,K,J,X,
4136,U,Q,R,T
4137,S,R,T,
4138,W,S,R,T
4139,X,,,
4140,C,D,G,
4141,W,S,R,T
4142,R,T,,
4143,A,C,D,G
4144,V,,,
4145,P,V,,
4146,W,S,R,T
4147,A,C,D,G
4148,R,T,,
4149,I,J,X,
4150,I,J,X,
4151,K,J,X,
4152,K,J,X,
4153,E,F,D,G
4154,G,,,
4155,S,R,T,
4156,W,S,R,T
4157,M,O,P,V
4158,L,O,P,V
4159,F,D,G,
4160,K,J,X,
4161,Q,R,T,
4162,K,J,X,
4163,C,D,G,
4164,R,T,,
4165,Q,R,T,
4166,B,C,D,G
4167,X,,,
4168,R,T,,
4169,C,D,G,
4170,N,O,P,V
4171,X,,,
4172,P,V,,
4173,F,D,G,
4174,O,P,V,
4175,M,O,P,V
4176,B,C,D,G
4177,C,D,G,
4178,X,,,
4179,L,O,P,V
4180,U,Q,R,T
4181,U,Q,R,T
4182,D,G,,
4183,M,O,P,V
4184,K,J,X,
4185,O,P,V,
4186,W,S,R,T
4187,R,T,,
4188,P,V,,
4189,R,T,,
4190,P,V,,
4191,P,V,,
4192,W,S,R,T
4193,D,G,,
4194,P,V,,
4195,S,R,T,
4196,C,D,G,
4197,S,R,T,
4198,Q,R,T,
4199,P,V,,
4200,F,D,G,
4201,U,Q,R,T
4202,X,,,
4203,W,S,R,T
4204,A,C,D,G
4205,R,T,,
4206,F,D,G,
4207,K,J,X,
4208,I,J,X,
4209,O,P,V,
4210,F,D,G,
4211,K,J,X,
4212,M,O,P,V
4213,C,D,G,
4214,P,V,,
4215,V,,,
4216,E,F,D,G
4217,I,J,X,
4218,P,V,,
4219,N,O,P,V
4220,E,F,D,G
4221,T,,,
4222,G,,,
4223,F,D,G,
4224,S,R,T,
4225,U,Q,R,T
4226,H,I,J,X
4227,H,I,J,X
4228,H,I,J,X
4229,B,C,D,G
4230,M,O,P,V
4231,K,J,X,
4232,C,D,G,
4233,A,C,D,G
4234,P,V,,
4235,W,S,R,T
4236,X,,,
4237,V,,,
4238,P,V,,
4239,D,G,,
4240,D,G,,
4241,B,C,D,G
4242,E,F,D,G
4243,W,S,R,T
4244,W,S,R,T
4245,N,O,P,V
4246,J,X,,
4247,H,I,J,X
4248,S,R,T,
4249,N,O,P,V
4250,V,,,
4251,S,R,T,
4252,B,C,D,G
4253,N,O,P,V
4254,D,G,,
4255,A,C,D,G
4256,V,,,
4257,A,C,D,G
4258,S,R,T,
4259,C,D,G,
4260,V,,,
4261,G,,,
4262,G,,,
4263,T,,,
4264,J,X,,
4265,F,D,G,
4266,B,C,D,G
4267,P,V,,
4268,J,X,,
4269,K,J,X,
4270,U,Q,R,T
4271,G,,,
4272,D,G,,
4273,R,T,,
4274,V,,,
4275,V,,,
4276,R,T,,
4277,A,C,D,G
4278,O,P,V,
4279,Q,R,T,
4280,W,S,R,T
4281,S,R,T,
4282,N,O,P,V
4283,Q,R,T,
4284,E,F,D,G
4285,J,X,,
4286,O,P,V,
4287,N,O,P,V
4288,D,G,,
4289,G,,,
4290,Q,R,T,
4291,O,P,V,
4292,K,J,X,
4293,H,I,J,X
4294,X,,,
4295,H,I,J,X
4296,G,,,
4297,J,X,,
4298,V,,,
4299,I,J,X,
4300,N,O,P,V
4301,O,P,V,
4302,A,C,D,G
4303,O,P,V,
4304,R,T,,
4305,O,P,V,
4306,A,C,D,G
4307,B,C,D,G
4308,Q,R,T,
4309,W,S,R,T
4310,N,O,P,V
4311,F,D,G,
4312,R,T,,
4313,S,R,T,
4314,D,G,,
4315,A,C,D,G
