,code1,code2,code3,code4
2911,W,S,R,T
2912,R,T,,
2913,C,D,G,
2914,C,D,G,
2915,U,Q,R,T
2916,V,,,
2917,K,J,X,
2918,C,D,G,
2919,L,O,P,V
2920,U,Q,R,T
2921,E,F,D,G
2922,F,D,G,
2923,U,Q,R,T
2924,M,O,P,V
2925,J,X,,
2926,V,,,
2927,C,D,G,
2928,T,,,
2929,F,D,G,
2930,H,I,J,X
2931,J,X,,
2932,M,O,P,V
2933,L,O,P,V
2934,G,,,
2935,U,Q,R,T
2936,J,X,,
2937,P,V,,
2938,F,D,G,
2939,F,D,G,
2940,R,T,,
2941,B,C,D,G
2942,C,D,G,
2943,L,O,P,V
2944,P,V,,
2945,U,Q,R,T
2946,V,,,
2947,J,X,,
2948,K,J,X,
2949,U,Q,R,T
2950,T,,,
2951,V,,,
2952,H,I,J,X
2953,O,P,V,
2954,B,C,D,G
2955,S,R,T,
2956,C,D,G,
2957,R,T,,
2958,W,S,R,T
2959,S,R,T,
2960,C,D,G,
2961,H,I,J,X
2962,F,D,G,
2963,K,J,X,
2964,M,O,P,V
2965,W,S,R,T
2966,L,O,P,V
2967,I,J,X,
2968,N,O,P,V
2969,T,,,
2970,R,T,,
2971,N,O,P,V
2972,I,J,X,
2973,J,X,,
2974,P,V,,
2975,E,F,D,G
2976,J,X,,
2977,P,V,,
2978,W,S,R,T
2979,H,I,J,X
2980,N,O,P,V
2981,K,J,X,
2982,B,C,D,G
2983,P,V,,
2984,K,J,X,
2985,N,O,P,V
2986,J,X,,
2987,U,Q,R,T
2988,Q,R,T,
2989,X,,,
2990,P,V,,
2991,S,R,T,
2992,J,X,,
2993,S,R,T,
2994,J,X,,
2995,I,J,X,
2996,V,,,
2997,L,O,P,V
2998,B,C,D,G
2999,K,J,X,
3000,C,D,G,
3001,P,V,,
3002,F,D,G,
3003,T,,,
3004,K,J,X,
3005,G,,,
3006,F,D,G,
3007,T,,,
3008,R,T,,
3009,C,D,G,
3010,A,C,D,G
3011,I,J,X,
3012,F,D,G,
3013,L,O,P,V
3014,T,,,
3015,F,D,G,
3016,U,Q,R,T
3017,B,C,D,G
3018,H,I,J,X
3019,X,,,
3020,I,J,X,
3021,S,R,T,
3022,X,,,
3023,T,,,
3024,K,J,X,
3025,R,T,,
3026,H,I,J,X
3027,G,,,
3028,F,D,G,
3029,H,I,J,X
3030,T,,,
3031,A,C,D,G
3032,C,D,G,
3033,L,O,P,V
3034,O,P,V,
3035,C,D,G,
3036,K,J,X,
3037,M,O,P,V
3038,W,S,R,T
3039,F,D,G,
3040,D,G,,
3041,L,O,P,V
3042,P,V,,
3043,K,J,X,
3044,V,,,
3045,H,I,J,X
3046,W,S,R,T
3047,W,S,R,T
3048,O,P,V,
3049,A,C,D,G
3050,D,G,,
3051,H,I,J,X
3052,M,O,P,V
3053,C,D,G,
3054,X,,,
3055,N,O,P,V
3056,C,D,G,
3057,N,O,P,V
3058,G,,,
3059,J,X,,
3060,F,D,G,
3061,G,,,
3062,M,O,P,V
3063,N,O,P,V
3064,M,O,P,V
3065,R,T,,
3066,K,J,X,
3067,C,D,G,
3068,C,D,G,
3069,D,G,,
3070,U,Q,R,T
3071,B,C,D,G
3072,V,,,
3073,U,Q,R,T
3074,W,S,R,T
3075,S,R,T,
3076,W,S,R,T
3077,O,P,V,
3078,O,P,V,
3079,D,G,,
3080,E,F,D,G
3081,W,S,R,T
3082,U,Q,R,T
3083,J,X,,
3084,V,,,
3085,W,S,R,T
3086,O,P,V,
3087,K,J,X,
3088,D,G,,
3089,B,C,D,G
3090,O,P,V,
3091,F,D,G,
3092,T,,,
3093,N,O,P,V
3094,C,D,G,
3095,S,R,T,
3096,C,D,G,
3097,Q,R,T,
3098,F,D,G,
3099,N,O,P,V
3100,X,,,
3101,L,O,P,V
3102,T,,,
3103,X,,,
3104,B,C,D,G
3105,U,Q,R,T
3106,E,F,D,G
3107,I,J,X,
3108,O,P,V,
3109,M,O,P,V
3110,V,,,
3111,M,O,P,V
3112,N,O,P,V
3113,K,J,X,
3114,K,J,X,
3115,U,Q,R,T
3116,R,T,,
3117,G,,,
3118,M,O,P,V
3119,S,R,T,
3120,Q,R,T,
3121,E,F,D,G
3122,C,D,G,
3123,Q,R,T,
3124,E,F,D,G
3125,E,F,D,G
3126,O,P,V,
3127,V,,,
3128,M,O,P,V
3129,H,I,J,X
3130,M,O,P,V
3131,T,,,
3132,G,,,
3133,W,S,R,T
3134,J,X,,
3135,V,,,
3136,S,R,T,
3137,J,X,,
3138,J,X,,
3139,N,O,P,V
3140,P,V,,
3141,T,,,
3142,L,O,P,V
3143,M,O,P,V
3144,Q,R,T,
3145,K,J,X,
3146,T,,,
3147,X,,,
3148,E,F,D,G
3149,I,J,X,
3150,S,R,T,
3151,H,I,J,X
3152,O,P,V,
3153,U,Q,R,T
3154,J,X,,
3155,B,C,D,G
3156,D,G,,
3157,C,D,G,
3158,R,T,,
3159,X,,,
3160,M,O,P,V
3161,H,I,J,X
3162,J,X,,
3163,W,S,R,T
3164,R,T,,
3165,L,O,P,V
3166,K,J,X,
3167,V,,,
3168,A,C,D,G
3169,L,O,P,V
3170,M,O,P,V
3171,J,X,,
3172,H,I,J,X
3173,X,,,
3174,M,O,P,V
3175,B,C,D,G
3176,B,C,D,G
3177,Q,R,T,
3178,F,D,G,
3179,V,,,
3180,C,D,G,
3181,J,X,,
3182,B,C,D,G
3183,K,J,X,
3184,W,S,R,T
3185,J,X,,
3186,S,R,T,
3187,B,C,D,G
3188,K,J,X,
3189,H,I,J,X
3190,K,J,X,
3191,A,C,D,G
3192,H,I,J,X
3193,H,I,J,X
3194,O,P,V,
3195,U,Q,R,T
3196,V,,,
3197,E,F,D,G
3198,X,,,
3199,J,X,,
3200,P,V,,
3201,V,,,
3202,E,F,D,G
3203,C,D,G,
3204,R,T,,
3205,D,G,,
3206,O,P,V,
3207,V,,,
3208,V,,,
3209,V,,,
3210,Q,R,T,
3211,U,Q,R,T
3212,J,X,,
3213,D,G,,
3214,B,C,D,G
3215,E,F,D,G
3216,U,Q,R,T
3217,X,,,
3218,R,T,,
3219,L,O,P,V
3220,S,R,T,
3221,G,,,
3222,O,P,V,
3223,P,V,,
3224,V,,,
3225,L,O,P,V
3226,W,S,R,T
3227,L,O,P,V
3228,H,I,J,X
3229,A,C,D,G
3230,F,D,G,
3231,M,O,P,V
3232,I,J,X,
3233,J,X,,
3234,Q,R,T,
3235,M,O,P,V
3236,O,P,V,
3237,N,O,P,V
3238,W,S,R,T
3239,Q,R,T,
3240,U,Q,R,T
3241,P,V,,
3242,H,I,J,X
3243,U,Q,R,T
3244,G,,,
3245,V,,,
3246,I,J,X,
3247,P,V,,
3248,L,O,P,V
3249,F,D,G,
3250,V,,,
3251,A,C,D,G
3252,X,,,
3253,M,O,P,V
3254,F,D,G,
3255,O,P,V,
3256,D,G,,
3257,S,R,T,
3258,N,O,P,V
3259,O,P,V,
3260,D,G,,
3261,Q,R,T,
3262,U,Q,R,T
3263,V,,,
3264,M,O,P,V
3265,J,X,,
3266,E,F,D,G
3267,U,Q,R,T
3268,L,O,P,V
3269,H,I,J,X
3270,T,,,
3271,W,S,R,T
3272,T,,,
3273,O,P,V,
3274,Q,R,T,
3275,T,,,
3276,B,C,D,G
3277,T,,,
3278,N,O,P,V
3279,W,S,R,T
3280,S,R,T,
3281,N,O,P,V
3282,S,R,T,
3283,I,J,X,
3284,W,S,R,T
3285,C,D,G,
3286,C,D,G,
3287,K,J,X,
3288,T,,,
3289,V,,,
3290,D,G,,
3291,P,V,,
3292,S,R,T,
3293,S,R,T,
3294,L,O,P,V
3295,L,O,P,V
3296,G,,,
3297,V,,,
3298,V,,,
3299,W,S,R,T
3300,M,O,P,V
3301,Q,R,T,
3302,S,R,T,
3303,B,C,D,G
3304,M,O,P,V
3305,U,Q,R,T
3306,R,T,,
3307,W,S,R,T
3308,M,O,P,V
3309,D,G,,
3310,F,D,G,
3311,T,,,
3312,P,V,,
3313,G,,,
3314,U,Q,R,T
3315,Q,R,T,
3316,A,C,D,G
3317,A,C,D,G
3318,J,X,,
3319,L,O,P,V
3320,E,F,D,G
3321,C,D,G,
3322,M,O,P,V
3323,G,,,
3324,X,,,
3325,B,C,D,G
3326,G,,,
3327,U,Q,R,T
3328,J,X,,
3329,F,D,G,
3330,R,T,,
3331,W,S,R,T
3332,T,,,
3333,R,T,,
3334,L,O,P,V
3335,M,O,P,V
3336,E,F,D,G
3337,H,I,J,X
3338,U,Q,R,T
3339,L,O,P,V
3340,P,V,,
3341,F,D,G,
3342,C,D,G,
3343,C,D,G,
3344,M,O,P,V
3345,O,P,V,
3346,U,Q,R,T
3347,Q,R,T,
3348,Q,R,T,
3349,I,J,X,
3350,I,J,X,
3351,R,T,,
3352,G,,,
3353,Q,R,T,
3354,Q,R,T,
3355,D,G,,
3356,K,J,X,
3357,D,G,,
3358,M,O,P,V
3359,W,S,R,T
3360,V,,,
3361,J,X,,
3362,V,,,
3363,L,O,P,V
3364,O,P,V,
3365,U,Q,R,T
3366,V,,,
3367,F,D,G,
3368,B,C,D,G
3369,A,C,D,G
3370,R,T,,
3371,A,C,D,G
3372,J,X,,
3373,M,O,P,V
3374,M,O,P,V
3375,N,O,P,V
3376,L,O,P,V
3377,X,,,
3378,I,J,X,
3379,C,D,G,
3380,U,Q,R,T
3381,M,O,P,V
3382,E,F,D,G
3383,U,Q,R,T
3384,O,P,V,
3385,D,G,,
3386,Q,R,T,
3387,T,,,
3388,J,X,,
3389,N,O,P,V
3390,J,X,,
3391,X,,,
3392,T,,,
3393,E,F,D,G
3394,X,,,
3395,H,I,J,X
3396,J,X,,
3397,D,G,,
3398,F,D,G,
3399,H,I,J,X
3400,M,O,P,V
3401,I,J,X,
3402,L,O,P,V
3403,G,,,
3404,X,,,
3405,H,I,J,X
3406,D,G,,
3407,X,,,
3408,P,V,,
3409,F,D,G,
3410,P,V,,
3411,W,S,R,T
3412,X,,,
3413,N,O,P,V
3414,B,C,D,G
3415,J,X,,
3416,W,S,R,T
3417,T,,,
3418,D,G,,
3419,P,V,,
3420,V,,,
3421,B,C,D,G
3422,B,C,D,G
3423,P,V,,
3424,B,C,D,G
3425,G,,,
3426,V,,,
3427,F,D,G,
3428,G,,,
3429,T,,,
3430,V,,,
3431,L,O,P,V
3432,W,S,R,T
3433,E,F,D,G
3434,D,G,,
3435,T,,,
3436,G,,,
3437,A,C,D,G
3438,K,J,X,
3439,B,C,D,G
3440,H,I,J,X
3441,K,J,X,
3442,M,O,P,V
3443,E,F,D,G
3444,U,Q,R,T
3445,A,C,D,G
3446,M,O,P,V
3447,C,D,G,
3448,X,,,
3449,O,P,V,
3450,L,O,P,V
3451,X,,,
3452,E,F,D,G
3453,A,C,D,G
3454,I,J,X,
3455,V,,,
3456,S,R,T,
3457,E,F,D,G
3458,O,P,V,
3459,K,J,X,
3460,F,D,G,
3461,A,C,D,G
3462,B,C,D,G
3463,R,T,,
3464,V,,,
3465,G,,,
3466,L,O,P,V
3467,I,J,X,
3468,W,S,R,T
3469,J,X,,
3470,N,O,P,V
3471,G,,,
3472,I,J,X,
3473,I,J,X,
3474,M,O,P,V
3475,T,,,
3476,V,,,
3477,I,J,X,
3478,D,G,,
3479,N,O,P,V
3480,H,I,J,X
3481,A,C,D,G
3482,M,O,P,V
3483,W,S,R,T
3484,X,,,
3485,U,Q,R,T
3486,H,I,J,X
3487,H,I,J,X
3488,L,O,P,V
3489,S,R,T,
3490,G,,,
3491,B,C,D,G
3492,G,,,
3493,K,J,X,
3494,T,,,
3495,V,,,
3496,J,X,,
3497,H,I,J,X
3498,H,I,J,X
3499,S,R,T,
3500,A,C,D,G
3501,H,I,J,X
3502,J,X,,
3503,T,,,
3504,B,C,D,G
3505,T,,,
3506,G,,,
3507,J,X,,
3508,T,,,
3509,K,J,X,
3510,O,P,V,
3511,X,,,
3512,U,Q,R,T
3513,M,O,P,V
3514,Q,R,T,
3515,L,O,P,V
3516,T,,,
3517,F,D,G,
3518,C,D,G,
3519,K,J,X,
3520,H,I,J,X
3521,L,O,P,V
3522,N,O,P,V
3523,I,J,X,
3524,T,,,
3525,T,,,
3526,U,Q,R,T
3527,N,O,P,V
3528,A,C,D,G
3529,V,,,
3530,W,S,R,T
3531,G,,,
3532,H,I,J,X
3533,W,S,R,T
3534,Q,R,T,
3535,O,P,V,
3536,T,,,
3537,U,Q,R,T
3538,F,D,G,
3539,Q,R,T,
3540,R,T,,
3541,A,C,D,G
3542,O,P,V,
3543,X,,,
3544,T,,,
3545,Q,R,T,
3546,B,C,D,G
3547,G,,,
3548,H,I,J,X
3549,J,X,,
3550,A,C,D,G
3551,W,S,R,T
3552,J,X,,
3553,N,O,P,V
3554,Q,R,T,
3555,V,,,
3556,O,P,V,
3557,X,,,
3558,G,,,
3559,I,J,X,
3560,L,O,P,V
3561,R,T,,
3562,K,J,X,
3563,R,T,,
3564,F,D,G,
3565,C,D,G,
3566,R,T,,
3567,W,S,R,T
3568,P,V,,
3569,T,,,
3570,P,V,,
3571,O,P,V,
3572,C,D,G,
3573,P,V,,
3574,J,X,,
3575,M,O,P,V
3576,S,R,T,
3577,O,P,V,
3578,X,,,
3579,B,C,D,G
3580,W,S,R,T
3581,V,,,
3582,D,G,,
3583,G,,,
3584,R,T,,
3585,O,P,V,
3586,N,O,P,V
3587,B,C,D,G
3588,Q,R,T,
3589,V,,,
3590,Q,R,T,
3591,N,O,P,V
3592,G,,,
3593,V,,,
3594,E,F,D,G
3595,R,T,,
3596,H,I,J,X
3597,B,C,D,G
3598,F,D,G,
3599,F,D,G,
3600,U,Q,R,T
3601,U,Q,R,T
3602,X,,,
3603,F,D,G,
3604,R,T,,
3605,C,D,G,
3606,A,C,D,G
3607,R,T,,
3608,G,,,
3609,U,Q,R,T
3610,M,O,P,V
3611,F,D,G,
3612,Q,R,T,
3613,H,I,J,X
3614,J,X,,
3615,M,O,P,V
3616,Q,R,T,
3617,C,D,G,
3618,E,F,D,G
3619,N,O,P,V
3620,N,O,P,V
3621,E,F,D,G
3622,U,Q,R,T
3623,G,,,
3624,I,J,X,
3625,G,,,
3626,T,,,
3627,B,C,D,G
3628,X,,,
3629,K,J,X,
3630,J,X,,
3631,Q,R,T,
3632,O,P,V,
3633,M,O,P,V
3634,M,O,P,V
3635,N,O,P,V
3636,W,S,R,T
3637,I,J,X,
3638,E,F,D,G
3639,P,V,,
3640,I,J,X,
3641,X,,,
3642,Q,R,T,
3643,T,,,
3644,P,V,,
3645,F,D,G,
3646,O,P,V,
3647,O,P,V,
3648,J,X,,
3649,M,O,P,V
3650,L,O,P,V
3651,W,S,R,T
3652,O,P,V,
3653,W,S,R,T
3654,S,R,T,
3655,B,C,D,G
3656,W,S,R,T
3657,Q,R,T,
3658,K,J,X,
3659,O,P,V,
3660,R,T,,
3661,I,J,X,
3662,H,I,J,X
3663,B,C,D,G
3664,E,F,D,G
3665,N,O,P,V
3666,C,D,G,
3667,P,V,,
3668,B,C,D,G
3669,Q,R,T,
3670,D,G,,
3671,X,,,
3672,N,O,P,V
3673,A,C,D,G
3674,P,V,,
3675,O,P,V,
3676,B,C,D,G
3677,G,,,
3678,W,S,R,T
3679,U,Q,R,T
3680,O,P,V,
3681,T,,,
3682,S,R,T,
3683,N,O,P,V
3684,X,,,
3685,N,O,P,V
3686,W,S,R,T
3687,M,O,P,V
3688,X,,,
3689,N,O,P,V
3690,C,D,G,
3691,L,O,P,V
3692,H,I,J,X
3693,Q,R,T,
3694,D,G,,
3695,H,I,J,X
3696,N,O,P,V
3697,S,R,T,
3698,E,F,D,G
3699,K,J,X,
3700,D,G,,
3701,L,O,P,V
3702,T,,,
3703,H,I,J,X
3704,X,,,
3705,D,G,,
3706,D,G,,
3707,Q,R,T,
3708,B,C,D,G
3709,E,F,D,G
3710,X,,,
3711,S,R,T,
3712,A,C,D,G
3713,M,O,P,V
3714,S,R,T,
3715,R,T,,
3716,E,F,D,G
3717,L,O,P,V
3718,X,,,
3719,K,J,X,
3720,N,O,P,V
3721,X,,,
3722,S,R,T,
3723,N,O,P,V
3724,N,O,P,V
3725,I,J,X,
3726,Q,R,T,
3727,Q,R,T,
3728,Q,R,T,
3729,W,S,R,T
3730,D,G,,
3731,D,G,,
3732,M,O,P,V
3733,C,D,G,
3734,S,R,T,
3735,D,G,,
3736,E,F,D,G
3737,H,I,J,X
3738,T,,,
3739,T,,,
3740,G,,,
3741,X,,,
3742,J,X,,
3743,H,I,J,X
3744,F,D,G,
3745,J,X,,
3746,U,Q,R,T
3747,Q,R,T,
3748,J,X,,
3749,B,C,D,G
3750,R,T,,
3751,O,P,V,
3752,V,,,
3753,K,J,X,
3754,S,R,T,
3755,E,F,D,G
3756,U,Q,R,T
3757,O,P,V,
3758,J,X,,
3759,V,,,
3760,J,X,,
3761,N,O,P,V
3762,N,O,P,V
3763,Q,R,T,
3764,A,C,D,G
3765,B,C,D,G
3766,H,I,J,X
3767,F,D,G,
3768,U,Q,R,T
3769,F,D,G,
3770,H,I,J,X
3771,P,V,,
3772,P,V,,
3773,P,V,,
3774,M,O,P,V
3775,B,C,D,G
3776,I,J,X,
3777,E,F,D,G
3778,U,Q,R,T
3779,Q,R,T,
3780,S,R,T,
3781,P,V,,
3782,U,Q,R,T
3783,V,,,
3784,K,J,X,
3785,J,X,,
3786,D,G,,
3787,L,O,P,V
3788,C,D,G,
3789,V,,,
3790,L,O,P,V
3791,T,,,
3792,U,Q,R,T
3793,W,S,R,T
3794,K,J,X,
3795,S,R,T,
3796,B,C,D,G
3797,E,F,D,G
3798,H,I,J,X
3799,E,F,D,G
3800,R,T,,
3801,C,D,G,
3802,N,O,P,V
3803,F,D,G,
3804,R,T,,
3805,U,Q,R,T
3806,F,D,G,
3807,S,R,T,
3808,X,,,
3809,U,Q,R,T
3810,R,T,,
3811,G,,,
3812,X,,,
3813,E,F,D,G
3814,Q,R,T,
3815,Q,R,T,
3816,C,D,G,
3817,P,V,,
3818,T,,,
3819,H,I,J,X
3820,R,T,,
3821,I,J,X,
3822,C,D,G,
3823,J,X,,
3824,R,T,,
3825,O,P,V,
3826,E,F,D,G
3827,B,C,D,G
3828,D,G,,
3829,T,,,
3830,I,J,X,
3831,X,,,
3832,U,Q,R,T
3833,S,R,T,
3834,F,D,G,
3835,O,P,V,
3836,P,V,,
3837,K,J,X,
3838,S,R,T,
3839,T,,,
3840,A,C,D,G
3841,H,I,J,X
3842,O,P,V,
3843,D,G,,
3844,H,I,J,X
3845,L,O,P,V
3846,G,,,
3847,L,O,P,V
3848,C,D,G,
3849,S,R,T,
3850,U,Q,R,T
3851,G,,,
3852,T,,,
3853,P,V,,
3854,Q,R,T,
3855,T,,,
3856,F,D,G,
3857,O,P,V,
3858,B,C,D,G
3859,H,I,J,X
3860,S,R,T,
3861,N,O,P,V
3862,X,,,
3863,J,X,,
3864,F,D,G,
3865,I,J,X,
3866,Q,R,T,
3867,O,P,V,
3868,P,V,,
3869,F,D,G,
3870,K,J,X,
3871,P,V,,
3872,H,I,J,X
3873,X,,,
3874,S,R,T,
3875,D,G,,
3876,R,T,,
3877,R,T,,
3878,C,D,G,
3879,V,,,
3880,P,V,,
3881,E,F,D,G
3882,M,O,P,V
3883,O,P,V,
3884,T,,,
3885,L,O,P,V
3886,M,O,P,V
3887,P,V,,
3888,U,Q,R,T
3889,J,X,,
3890,W,S,R,T
3891,A,C,D,G
3892,G,,,
3893,F,D,G,
3894,B,C,D,G
3895,R,T,,
3896,E,F,D,G
3897,T,,,
3898,G,,,
3899,F,D,G,
3900,X,,,
3901,F,D,G,
3902,N,O,P,V
3903,J,X,,
3904,N,O,P,V
3905,M,O,P,V
3906,G,,,
3907,V,,,
3908,R,T,,
3909,W,S,R,T
3910,X,,,
3911,O,P,V,
3912,K,J,X,
3913,R,T,,
3914,N,O,P,V
3915,V,,,
3916,F,D,G,
3917,S,R,T,
3918,B,C,D,G
3919,L,O,P,V
3920,F,D,G,
3921,S,R,T,
3922,M,O,P,V
3923,P,V,,
3924,I,J,X,
3925,R,T,,
3926,C,D,G,
3927,H,I,J,X
3928,D,G,,
3929,S,R,T,
3930,B,C,D,G
3931,T,,,
3932,G,,,
3933,O,P,V,
3934,C,D,G,
3935,F,D,G,
3936,M,O,P,V
3937,L,O,P,V
3938,S,R,T,
3939,S,R,T,
3940,R,T,,
3941,O,P,V,
3942,N,O,P,V
3943,V,,,
3944,H,I,J,X
3945,N,O,P,V
3946,W,S,R,T
3947,X,,,
3948,D,G,,
3949,R,T,,
3950,C,D,G,
3951,G,,,
3952,R,T,,
3953,C,D,G,
3954,G,,,
3955,R,T,,
3956,C,D,G,
3957,X,,,
3958,A,C,D,G
3959,U,Q,R,T
3960,X,,,
3961,O,P,V,
3962,N,O,P,V
3963,H,I,J,X
3964,J,X,,
3965,D,G,,
3966,X,,,
3967,C,D,G,
3968,V,,,
3969,N,O,P,V
3970,E,F,D,G
3971,V,,,
3972,N,O,P,V
3973,B,C,D,G
3974,M,O,P,V
3975,L,O,P,V
3976,M,O,P,V
3977,H,I,J,X
3978,A,C,D,G
3979,R,T,,
3980,S,R,T,
3981,H,I,J,X
3982,O,P,V,
3983,B,C,D,G
3984,D,G,,
3985,H,I,J,X
3986,S,R,T,
3987,Q,R,T,
3988,P,V,,
3989,G,,,
3990,O,P,V,
3991,K,J,X,
3992,A,C,D,G
3993,L,O,P,V
3994,O,P,V,
3995,E,F,D,G
3996,I,J,X,
3997,K,J,X,
3998,I,J,X,
3999,M,O,P,V
4000,J,X,,
4001,R,T,,
4002,U,Q,R,T
4003,S,R,T,
4004,A,C,D,G
4005,N,O,P,V
4006,J,X,,
4007,J,X,,
4008,A,C,D,G
4009,J,X,,
4010,U,Q,R,T
4011,D,G,,
4012,K,J,X,
4013,P,V,,
4014,P,V,,
4015,U,Q,R,T
4016,G,,,
4017,A,C,D,G
4018,M,O,P,V
4019,H,I,J,X
4020,O,P,V,
4021,Q,R,T,
4022,K,J,X,
4023,S,R,T,
4024,Q,R,T,
4025,U,Q,R,T
4026,D,G,,
4027,L,O,P,V
4028,N,O,P,V
4029,N,O,P,V
4030,W,S,R,T
4031,R,T,,
4032,W,S,R,T
4033,I,J,X,
4034,T,,,
4035,I,J,X,
4036,C,D,G,
4037,E,F,D,G
4038,O,P,V,
4039,D,G,,
4040,W,S,R,T
4041,C,D,G,
4042,S,R,T,
4043,S,R,T,
4044,E,F,D,G
4045,N,O,P,V
4046,P,V,,
4047,G,,,
4048,J,X,,
4049,K,J,X,
4050,U,Q,R,T
4051,F,D,G,
4052,D,G,,
4053,D,G,,
4054,W,S,R,T
4055,P,V,,
4056,H,I,J,X
4057,G,,,
4058,J,X,,
4059,F,D,G,
4060,G,,,
4061,F,D,G,
4062,R,T,,
4063,V,,,
4064,G,,,
4065,T,,,
4066,Q,R,T,
4067,X,,,
4068,V,,,
4069,Q,R,T,
4070,T,,,
4071,X,,,
4072,F,D,G,
4073,F,D,G,
4074,V,,,
4075,E,F,D,G
4076,F,D,G,
4077,V,,,
4078,W,S,R,T
4079,E,F,D,G
4080,W,S,R,T
4081,M,O,P,V
4082,D,G,,
4083,U,Q,R,T
4084,I,J,X,
4085,G,,,
4086,L,O,P,V
4087,F,D,G,
4088,C,D,G,
4089,S,R,T,
4090,V,,,
4091,L,O,P,V
4092,R,T,,
4093,V,,,
4094,N,O,P,V
4095,X,,,
4096,F,D,G,
4097,A,C,D,G
4098,M,O,P,V
4099,D,G,,
4100,J,X,,
4101,D,G,,
4102,G,,,
4103,H,I,J,X
4104,T,,,
4105,J,X,,
4106,V,,,
4107,G,,,
4108,I,J,X,
4109,R,T,,
4110,M,O,P,V
4111,G,,,
4112,P,V,,
4113,I,J,X,
4114,F,D,G,
4115,H,I,J,X
4116,I,J,X,
4117,E,F,D,G
4118,C,D,G,
4119,F,D,G,
4120,X,,,
4121,V,,,
4122,G,,,
4123,M,O,P,V
4124,I,J,X,
4125,F,D,G,
4126,N,O,P,V
4127,K,J,X,
4128,Q,R,T,
4129,N,O,P,V
4130,C,D,G,
4131,F,D,G,
4132,I,J,X,
4133,H,I,J,X
4134,H,I,J,X
4135,J,X,,
4136,E,F,D,G
4137,H,I,J,X
4138,F,D,G,
4139,N,O,P,V
4140,E,F,D,G
4141,R,T,,
4142,S,R,T,
4143,Q,R,T,
4144,G,,,
4145,D,G,,
4146,E,F,D,G
4147,I,J,X,
4148,O,P,V,
4149,T,,,
4150,A,C,D,G
4151,M,O,P,V
4152,Q,R,T,
4153,N,O,P,V
4154,I,J,X,
4155,O,P,V,
4156,Q,R,T,
4157,P,V,,
4158,S,R,T,
4159,L,O,P,V
4160,J,X,,
4161,H,I,J,X
4162,U,Q,R,T
4163,G,,,
4164,I,J,X,
4165,K,J,X,
4166,U,Q,R,T
4167,K,J,X,
4168,E,F,D,G
4169,T,,,
4170,F,D,G,
4171,M,O,P,V
4172,G,,,
4173,L,O,P,V
4174,J,X,,
4175,F,D,G,
4176,G,,,
4177,X,,,
4178,D,G,,
4179,V,,,
4180,K,J,X,
4181,V,,,
4182,J,X,,
4183,D,G,,
4184,B,C,D,G
4185,V,,,
4186,M,O,P,V
4187,E,F,D,G
4188,X,,,
4189,F,D,G,
4190,V,,,
4191,W,S,R,T
4192,E,F,D,G
4193,S,R,T,
4194,F,D,G,
4195,W,S,R,T
4196,M,O,P,V
4197,N,O,P,V
4198,E,F,D,G
4199,S,R,T,
4200,W,S,R,T
4201,S,R,T,
4202,X,,,
4203,X,,,
4204,I,J,X,
4205,A,C,D,G
4206,N,O,P,V
4207,M,O,P,V
4208,F,D,G,
4209,R,T,,
4210,G,,,
4211,E,F,D,G
4212,O,P,V,
4213,U,Q,R,T
4214,R,T,,
4215,D,G,,
4216,A,C,D,G
4217,T,,,
4218,D,G,,
4219,S,R,T,
4220,S,R,T,
4221,W,S,R,T
4222,L,O,P,V
4223,H,I,J,X
4224,T,,,
4225,W,S,R,T
4226,P,V,,
4227,T,,,
4228,S,R,T,
4229,K,J,X,
4230,U,Q,R,T
4231,K,J,X,
4232,R,T,,
4233,B,C,D,G
4234,V,,,
4235,T,,,
4236,U,Q,R,T
4237,G,,,
4238,Q,R,T,
4239,P,V,,
4240,D,G,,
4241,C,D,G,
4242,J,X,,
4243,W,S,R,T
4244,X,,,
4245,S,R,T,
4246,H,I,J,X
4247,D,G,,
4248,G,,,
4249,C,D,G,
4250,J,X,,
4251,K,J,X,
4252,N,O,P,V
4253,W,S,R,T
4254,R,T,,
4255,L,O,P,V
4256,B,C,D,G
4257,S,R,T,
4258,I,J,X,
4259,I,J,X,
4260,C,D,G,
4261,Q,R,T,
4262,M,O,P,V
4263,E,F,D,G
4264,K,J,X,
4265,A,C,D,G
4266,B,C,D,G
4267,D,G,,
4268,X,,,
4269,N,O,P,V
4270,T,,,
4271,U,Q,R,T
4272,F,D,G,
4273,B,C,D,G
4274,B,C,D,G
4275,B,C,D,G
4276,A,C,D,G
4277,P,V,,
4278,U,Q,R,T
4279,E,F,D,G
4280,N,O,P,V
4281,B,C,D,G
4282,N,O,P,V
4283,X,,,
4284,N,O,P,V
4285,P,V,,
4286,T,,,
4287,F,D,G,
4288,G,,,
4289,R,T,,
4290,F,D,G,
4291,M,O,P,V
4292,A,C,D,G
4293,R,T,,
4294,R,T,,
4295,W,S,R,T
4296,N,O,P,V
4297,I,J,X,
4298,B,C,D,G
4299,A,C,D,G
4300,G,,,
4301,D,G,,
4302,C,D,G,
4303,E,F,D,G
4304,Q,R,T,
4305,N,O,P,V
4306,F,D,G,
4307,U,Q,R,T
4308,M,O,P,V
4309,M,O,P,V
4310,H,I,J,X
4311,U,Q,R,T
4312,B,C,D,G
4313,P,V,,
4314,T,,,
4315,C,D,G,
4316,Q,R,T,
